user,ulasan,label,tanggal
Erny rosari Sitanggang,"Smoga kedepannya lebih baik,dan tentunya lbih bnyak free ongkir😂krna ke daerah saya ongkir sngat mahal,bisa lebih mahal dri barang yg mau di beli,..jdi tidak pernah bsa ikutan flash sale krna mahalan ongkir jdinya😁",1,11 Maret 2021
Dita Helina,"App sangggatttt rekomendasiiiiiii, buat belanja semakin keceeee tanpa harus repot dan susah cari barang",1,12 Maret 2021
Meta Sabrina,Dengan bintang 5 ini semoga saya segera mendapatkan limit Spinjam 👍🏻selalu puasa belanja di shopee ❤️,1,16 Maret 2021
virgina prita23,"Shopee emang the best lah..Barang nya murah²,tapi ongkir nyaa😌tapi the best lah apl nyaa...",1,11 Maret 2021
Ra Uros,"Aplikasi nya sangat mudah di gunakan, dan ada berbagai macam jenis barang yng di jual, bagi saya ini sangat rekom bngt.",1,25 Februari 2021
Hofifi Ofi,"Happy banget belanja di shopee,semua serba ada. Bisa menyesuaikan sama bajet kita. Makasih shopee",1,16 Maret 2021
Aufal Marom,mantap sekali aplikasi ini.. sayang untuk pengiriman paket hemat belum ada fitur j&t economy saya harap suatu saat bisa pakai j&t economy,1,09 Maret 2021
Vinsa,"Aplikasi ini super murah aku suka.dan yang komen nama annas kalo komentar yang sopan masa manggil""LU gk sopan ikuti peraturan kalo ngomong itu yng sopan",1,07 Maret 2021
Dhefin El fatih,Tapi knp metode pembayaran akulaku tidak ada di akun shopee saya yaa.. Bingung.. Secara umum puas dgn pelayanan'a..,1,10 Maret 2021
M Kholid,Shopee sekrang makin trending di masa kini sukses selalu buat Shopee karna saya juga bekerja di Shopee driver lenhaul Jakarta DC,1,05 Maret 2021
Naura Marva2412,Shopee membantu banget apalagi pas lagi pandemi kayak gini memudahkan banget..... Pokoknya sukses selalu buat Shopee 🤗🤩🤩🤩,1,08 Maret 2021
Deny Remaja,"Aman terkendali,shopee sangat membantu saya sangat mecari barang yg saya inginkan, disinidangat murah"" Harganya cuma ongkirnya yg masih agak lebih mahal dati pada sebelah😁😁. Ayonmin harga murah dan murahkan juga ongkirnya",1,17 Februari 2021
deswizar abel,"Diantara online marketing,Shopee memang pilihan yang tepat dan terpecaya dan puas atas pelayananya",1,05 Maret 2021
Ferdyansyah Ferdy,Parah nih aplikasi parah3!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Kok ada apalikasi sebagus ini?Buat kalian yang belum download aplikasi shopee ayo buruan download😍😍,1,04 Januari 2021
RICQY AL,Aplikasinya bagus sekali saya senang belanja di shopee di sana murah meriah ada yang gratis ongkir dan saya puas belanja di shopee,1,08 Maret 2021
Erny rosari Sitanggang,"Smoga kedepannya lebih baik,dan tentunya lbih bnyak free ongkir😂krna ke daerah saya ongkir sngat mahal,bisa lebih mahal dri barang yg mau di beli,..jdi tidak pernah bsa ikutan flash sale krna mahalan ongkir jdinya😁",1,11 Maret 2021
Abdullah Gymnastiar,Alhamdulillah aplikasi yang cukup memuaskan dan banyak diskonnya harga terjangkau!!,1,01 Maret 2021
Irham Dzikriawan,Tolong perbarui masalah gratis ongkir nya masak perhitungan jika dapet gratis ongkir min belanja 0 Pakek Shopee pay gk bisa karena ongkir nya mahal dan harga barang padahal bisa bayar pakek shope pay terkendala karena ketambahan ongkir jadi gk bisa dipakek,1,15 Maret 2021
Yahi Rudin,"Shopee masih yg terbaik buat belanja online.... Top banget..... Mantap pokonya buat shopee puas belanja disini.... Shopee makin top,makin Mantap yg saya rasakan pelayanannya semakin memuaskan... Ok banget,memuaskan sekali buat saya... Andaipun ada kendala,sekarang mungkin itu karna dari personil sellernya aj yg kurang sip dalam bekerja sama.... Maju terus shopee & pertahankan dlm pelayan,atau malah makin tingkatkan lagi...juoosss shopee......👍👍👍👍🥰🥰🥰🥰",1,19 Februari 2021
Desy. K SDN Gedong 05,Langganan..So far so goooood👍👍. Tingkatkan trs pelayanannya. Srg² disc yg rruar biassa😊. Smg sll mndptkn seller yg baik & amanah jg😇,1,27 Februari 2021
muharrir ali yafie,aplikasi paling kejaaaam!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! bikin nagihhhh terus 😭😭,1,12 Januari 2021
Dana Achmad,Sangat membantu kebutuhan dan belanja online..hanya saja kelemahan 1 yaitu untuk filter kota kurang detail dan hanya mencantumkan provinsi saja. Tolong direvisi ditambahi item nama kota pada filter,1,15 Maret 2021
Venny Mardiana,"Udah hampir 3thn lebih, pakek shopee Alhamdulillah belum pernah kecewa saat belanja, pelayan yang di beri juga ok. Pengiriman cepat bahkawan barang datang 2/3 hari sblm hari yang ditentukan. 👍🐈",1,22 Februari 2021
Ardi fadil,Suka banget dengan shopee. Alhamdulillah semenjak saya berlangan dengan shopee tdk pernh tdk sesuai pesanan. Pelayanan nya mmng agak lama sih tapi tdk apalah yang pnting sampai dengan utuh dan diutamahkan Semoga amanah. Dan knpa saya kasih bintang lima. Semoga penjual / pedagang di shopee makin semangat jualannya. Dan smoga amanah yang di utamakan! Dan satu lagi kurir nya shopee amat ramahh dan baik.☺😉,1,18 Februari 2021
Rizqia Rindiani,"Aplikasi ini bagus,tapi tolong dong pastiin barang yang datang realpict ya min,tapi aku suka sama shopee💜💜💜💜💜💜",1,03 Maret 2021
Muhammad Effendy,Langsung saya kasi 5 bintang deh. Karena yg saya pesan sesuai dgn yg di terima. Makasih shopee.,1,16 Maret 2021
Zeffri Yn,"Ini aplikasi bagus banget ,aku rasa karena orang sebagian takut ketipu aja ,TPI aku sudah 6x belanja di aplikasi ini,kemudian kedepannya di perbanyak lagi gratisan sistem ongkir nya,dan menunya juga kalau bisa di simpelin lagi ,jadi untuk pemilihan subjek nya lebih mudah.",1,05 Maret 2021
Heru Aguanto,"Ayo donk shopee buat aplikasi car sama bike juga,, skrg sdh maen food ,, saya yakin bisa bersaing sama gojek dan grab,",1,01 Maret 2021
UINK Chanel,"Mhon admin shope,, untuk mempermudah permbayaran adakan transfer akun virtual bank OCBC NISP karna banyak disini pengguna shope yang ingin pakai akun bank OCBC NISP",1,15 Maret 2021
Niken Wulandari,Padahal saya udah transfer tapi tulisannya masih belum dibayar. Padahal udah 3 harian.,1,08 Maret 2021
Alin Nur Agustina,"Bagus kok, maaf jika menyinggung, barang yang lama dikirim, tergantung penjual, bukan karena apk nya kak",1,13 Maret 2021
Aulia Aulia,"Udah pakek shoppe udah 2tahun sampe punya 2 acount , beli apapun jadi gampang karena shoppe apalagi kalau dapat voucher gratis ongkir , shoppe selalu dihati💜",1,10 Maret 2021
RICO CHANNEL,"ELEH APK APA SIH ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? EITS TAPI BOONG YUK BURUAN DOWNLOAD, KAREA MEMUDAHKAN KITA UNTUK BELANJA, ZAMAN KAYAK SEKARANG..!",1,24 Januari 2021
Retno yeni Susanti,Hasil dari investor bisa dengan mudah buat belanja online yang bermanfaat karena applikasi pluang ini sifatnya juga online sehingga next step insyaallah mempermudah pemindahan dana dari pluang terkoneksi dengan market place yang tersedia.,1,28 Februari 2021
Indah Suryani,"Pengiriman tepat waktu, barang no tipu², kurirnya ramah baik pula terimakasih shoppe...",1,25 Februari 2021
Iin Zul,Perbanyak gratis ongkir lagi.. trima kasih shoppe aplikasi paling rekomended.. untuk persoalan belanja online,1,04 Maret 2021
Repal Erisandi,"Berbelanja mudah,cepat langsung di proses dan barang yg di beli sesuai dgn permintaan 👍",1,15 Maret 2021
Iwan Visco,"udah sering belanja , shopee payletter ku gak muncul muncul , wkwk gapapa lah ,",1,15 Maret 2021
Jumadi Exlusip,"mudah belanja di shopee, aman dan murah, isi sopee pay tinggal klik setiap saat, sering dapat vocer gratis ongkir, beli pulsa juga dapat diskon, yang penting kita harus pandai2 memilih seller yg amanah.",1,21 Januari 2021
nur arafah,"Shopee emang TOP, Namun sayang blum bisa ikut jualan sampai sa'at ini ( kendala di pengisian data ongkir ( setelan atur berat, lebar, panjang dan tinggi, namun tampilan simpan atau tampilkan tidak muncul. Sy sdh minta bantuan melalui chat shopee, ,( sdh di kasi solusi tapi blum bisa juga ), Kadang sering habis waktu hanys untk ingin posting barang jualan, UJUNG2 NYA GAGAL",1,18 Februari 2021
Jonathan Ahmad,Barang impor kalo masuk indo jangan pake JN* njiiir Lama...Stop kerjasama sama ekspedisi JN*. Saya dah kapok..,1,11 Maret 2021
WILY CLOUD,"Saya di mudahkan mencari barang yang saya inginkan, hampir semua ada di sini.",1,16 Maret 2021
Syifani Fani,"Alhamdulillah selama ini shopee sdh bnyak membantu saya utk belanja online , semoga makin keren lg kedepannya ,,",1,05 Maret 2021
Khotamul Ambiya,"Mudah dalam berbelanja hanya dengan main hp saja tidak usah cape""cari ke pasar Amanah dalam prosesnya tidak ada penipuan",1,10 Maret 2021
priscilla hany,"Sangat membantu saat ingin belanja dan mager, bisa pilih barang sesuai kemampuan.",1,08 Maret 2021
Aditya Saja,Keren sangat membantu ..... hanya sayang di akun saya tidak bisa melakukan pencarian barang yg saya inginkan,1,15 Maret 2021
Qiran Raisa,Bagus aplikasi nya buat belanja jadi nya dirumah aja deh makan nya saya kasih bintang lima deh terima kasih,1,06 Maret 2021
Ajeng Kanaya,"Baru pertama kali sih pake shopee..untuk pertama kali baik,smoga lebih baik ke depan nya..",1,09 Maret 2021
rizkita putri,Selalu puas belanja di shopee Tidak mengecewakan Tapi harus pintar pintar cari penjual yg jujur dan amanah di shopee Terima kasih shopee,1,14 Maret 2021
Yoga Khodari,"Bisa dipertanggung jawabkan shopee, mantab pokoknya. Bisa jadi alternatif belanja online dengan pelayanan terbaik, banyak hadiahnya, banyak bonusnya, banyak diskonnya. Bravo shopee",1,21 Februari 2021
CHAYDAR RYAN ALI,Mantoel. segera perbanyak diskon atau obralan2 yang dpt menarik simpatisan masyarakat. dan itu sangan membantu di masa pandemi ini🙏,1,10 Maret 2021
tia sukowati,Aplikasi membantu banget .karna shoppe aku bs jualan tanpa modal..jangan lemot lemot ya shoppe ..jaya selalu,1,08 Maret 2021
Fitria Nur,"Overall buagus banget dan user friendly, cuman ada masalah di topup nya, button metode top upnya 404 mulu mungkin lagi maintenance ya, tapi kalau langsung tf dari atm tetep bisa masuk uangnya, terimakasih",1,19 Februari 2021
Muhammad Rizki,"Semoga semakin didepan dan tidak seperti toko sebelah , orang pesen apa Dateng nya apa . Pokoknya gak sesuai kita inginkan",1,02 Maret 2021
Cinta Kusuma Dewi,"AKU SUKA APLIKASI BELANJA ONLEN INI ,PANDEMI GINI LEBIH AMAN BELANJA ONLINE , BANYAK DISKON , BANYAK GRATIS ONGKIR , SANGAT MENARIK BANYAK ORANG SEMOGA KEDEPANNYA SEMAKIN BERKEMBANG APLIKASINYA",1,06 Maret 2021
Hanafi Hanafi,Kenapa Shopee sering keluar jika di sentuh sekarang..??,1,17 Maret 2021
Tri Utami Oktavia,Gak tau knp udah jatuh hati berat belanja disini. Ampe males belanja di olshop lain 😄,1,09 Maret 2021
agus priyadi,Barang tidak mengecewakan . Kurir nya tepat waktu . Mantap . Makin seneng belanja di shopee,1,08 Maret 2021
tarie naya Jhoty,belanja di shopee mang sangat praktis apalagi bs menggunakan Spaylater jd lebih mudah dan makin praktis.sy selalu belanja di shopee,1,12 Maret 2021
Sudi -,Good.. banyak diskon and gratis ongkir.. Cuman koq terasa berat aplikasinya ya.. Sukses shopee,1,08 Maret 2021
Hamdani Harahap,"Produknya bagus""dan murah""dan lengkap Pokoknya belanja di Shopee sangat memuaskan.. SHOPEE IS THE BEST",1,17 Maret 2021
mas rocki Purwakarta,Akun saya ga bisa masuk ..ga tau knp Kluar sndri..giliran mau msuk ga bisa bisa.. Blm bisa masuk smntara tulisan nya,1,04 Maret 2021
Mas Syam,Pling markotop.. Menu yg simpel dan mudah untuk pembeli mencari barang yang akan di order.. Good luck lha buat shopee 👍👍👍,1,14 Maret 2021
Nadia Chrisna,Jadilah smart buyer agar kalian dapat merasakan keuntungan dan kelebihan dari apk ini . Sejauh ini is good apk 👍🙏,1,02 Maret 2021
Marsih Maraih,Belanja d sopee g pernah kecewa barang nya g pernah gagal banyak diskon lagi pengirimanya juga cepat terima kasih sopee....,1,11 Maret 2021
M. Nafi Mubarok,"Belanja di shopee sangat menyenangkan sekali,pengirimannya yg cepat,abang kurirnya yang sangat ramah membuat nyaman belanja....❤❤❤",1,09 Maret 2021
Djahari Musa,"Shopee mantuuul, selalu konsisten utk pelayanan terbaik bagi pelanggan, tnqs.",1,11 Maret 2021
Ali Mahrus,Puas tapi blm puas banget karena Cod nya tidak nyampek rumah harus ambil sendiri di kantor exspidisi kota yg jaraknya lumayan jauh....,1,09 Maret 2021
Dias _sya11,Saya suka belanja dishopee karna proses pemesanan mudah.pengiriman cepat tepat waktu.barang jugak berkuwalitas.bisa COD dan pastinya banyak potongan harga,1,14 Maret 2021
Nahnu Syamsia,"Pokoknya suka aja belanja di shopee, banyak promo, jadi hemat dan happy.. hahaaa thank u shopee.. mmuuaaach😘",1,15 Maret 2021
Hymsa Alia,Bgus bngett!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!memuaskan!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!diwajibkan buat didownload!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,06 Maret 2021
Siti Fatimah,"Selama belanja disini gg ad masalah apa2 selalu nmuin seller2 yg amaanah Alhamdulillah cm pernah ad pengirim an yg lama 1mnggu ,tapi masih ok lah dn sempat beli HP di shopee pakai gosen Alhamdulillah amaah lancar",1,16 Maret 2021
Firman Taylor,Assalamualikum hai sya anggun firmanda saya sukaa skali sama applikasi ini karna.saya waktu itu membeli mainan buaya harga nya 20.000 sama ongkir jadi 23.000 nah pngiriman itu cpt datng ke rmh saya pas sya bayar hanya 19.500 nah saya kaget ywdh saya byr. Trima kadih yh SHPEE🤗🙏,1,15 Maret 2021
Joko Tantoro,Selalu ingin belanja di shopee terus Racun dunia ncih shopee Semoga kedepannya shopee makin di tingkatkan lagi pelayanannya agar makin dan lebih lagi puasnya,1,10 Maret 2021
Adi Permana,Bagus. Gimana caranya untuk transaksi gratis ongkir dan COD. Apakah bisa di satukan sekalian?,1,05 Maret 2021
Lukman Hakim,"Alhamdllh,,, belanja dishopee sesuai dgn yg diinginkan. Terima kasih bnyak.",1,08 Maret 2021
Dwi Rachmawati,"Seneng bisa olshop d shopee,,,,cm blm beruntung dpt vouchet dll hehehe,,,,✌😘",1,11 Maret 2021
Rayhan Pratama,Sangat suka belanja online di shoppe banyak ongkir gratis nya dan barang banyak sekali macam nya murah bukan murahan,1,08 Maret 2021
Jasa Skip Iklan,Aplikasi buruk banget😭!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Tapi bohong wkwkwkwkwk,1,11 Februari 2021
azka geming342,Aplikasi shopee ini sangat bagus gara2 saya dapat uang shopeepay 30k gratis aku gak tau garansinya sampai mana cepat downoad shopee nanti telat gak bisa dapat uang saku wkwkwkwkwkwkwkwkwk,1,03 Maret 2021
Astuti yawaty,Sangat bagus sekali apa lagi kalau udah bisa shopeepaylather nya makin mudah dan bagus bangett,1,16 Maret 2021
Agus Tomy Sumantri,"Sya mau coba shopee food di apk shopee tp knp ga ada ya, mohon bantuannya . Tks.",1,11 Maret 2021
iyulia yulia,"Duh kk shopee ny kok kayak gini ya sekarang , masa ada gratis ongkir nya cuma 1x aja dalam seharinya",1,12 Maret 2021
Yohana Wanti,Matap shopee menjadi perantara yg bagus. Tdk pusing cari barang bagus untung ada merek vbking.,1,04 Maret 2021
Abdul Rahim,"Aplikasi ini membantu saya membuat dompet menipis dengan cara memberikan diskon besar²an agar aku tergiurkan, Terima Kasih Shopee❤️",1,05 Maret 2021
X-Gaming ID,"Nih Gua kasih bintang 5, Tapi tambahin lagi ya voucher Gratis Ongkir nya,,, Seminggu 3x kalo bisa🤣",1,01 Maret 2021
Heru Aguanto,"Ayo donk shopee buat aplikasi car sama bike juga,, skrg sdh maen food ,, saya yakin bisa bersaing sama gojek dan grab,",1,01 Maret 2021
Ari Ati,"Very very good shopping application, Sangat memudahkan saa berbelanja berbagai macam keinginan saya, semuanya ada dan murah",1,01 Maret 2021
Rendy 80,Tolong diperbaiki min soalnya saya pernah masukin no di hp yang satunya dalam shope dan saya masukkan no lagi di hp ini tolong diperbaiki ya👍,1,08 Maret 2021
Dom Mino,"Belanja di Shopee aman,tidak takut di tipu.karna uang yang terkirimpun aman,sebelum barang sampai ke pembeli uang tdk lansung ditransfer kepenjual, jadi aman uang kita kalau ada penipuan.trimakasih shopee",1,16 Maret 2021
Andres Yasir,"Smoga dapat paylater aja, Masa kawan akubyg masih silver udah dapat, eh aku dah gold gak dapat kan asem.",1,01 Maret 2021
Fatimah Mahfudz,"Aplikasi berbelanja yg sangat mudah digunakan, meskipun kadang sistemnya suka error juga sih🤭",1,17 Maret 2021
Arno Pines,"Aplikasinya mantap. Respon penjualnya bagus"". Promo sangat menarik sekali.",1,12 Maret 2021
Chika Tambunan,Aplikasiny buriqqqqqqqqqq...........!!!!!!!!!!!!!!!!!!!!!!....................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..................................................................!!!!!!!!!!!!!!!!!!!!!!!!!!................................ Tapi boong selamat anda kena prank. Buat kalian semua wajib download Shopee sekarang karna di Shopee itu murah meriah pokoknya kalian harus download ok😉,1,07 Januari 2021
rusdi yanto,"Pengiriman nya sangat cepat, cuma 1hari sudah sampai di rumah... produk nya original...👍",1,04 Maret 2021
reyna farasha,Sangat mudah untuk belanja. Tapi tolong voucer gratis onkirnya agar bisa dipakai semua,1,13 Maret 2021
Riri andriyani,Aku suka sih belanja di shopee tapi sayang banget pedahal aku dari dulu banget dan udh lama banget berlangganan di shoope tapi aku gak dapet shopee pay letter & shopee pay pinjam. Kecewa sih tapi ok lah gk masalah aku tetep suka.,1,19 Februari 2021
THE LITTLE CHEF,Bagus aplikasi nya kalau mau dapet koin/uang gratis sebanyak 15ribu kalau mau login pakai kode SARAHJJJ,1,27 Februari 2021
Elvira Hesya Zeagamilla,"Sangat membantu kebutuhan kita, yg kita perlukan banyak tersedia, dapet gratis ongkir pula.....😍💕💕💕",1,15 Maret 2021
XREMIS Mobile legends,"Setia sama shopee dan barang"" nya gx kya toko sebelah kebanyakan nipu gx sesuai pesanan.. 😅😅😅 ongkire nya donk jangan mahal mahal ongkirenya gila gx ngotak..",1,02 Maret 2021
suroboyoan chanel,"oke mantap, tapi jangan pelit gratis ongkirnya dong, ntar malah kegeser aplikasi sebelah loo.",1,16 Maret 2021
Peti Oktaviazu,Ka saya suka aplikasi ini tapi ko saya tidak bisa kasih penilaian di toko shoope..tolong perbaiki ka,1,24 Februari 2021
Martina tina,Barang sesuai dengan yang diinginkan... kualitas ok... murah pula....puas aja..,1,01 Maret 2021
Ara Arsyad,"Selalu tepat dalam pengiriman, barang sesuai dengan pesanan, dan pesanan selalu diterima dalam kondisi baik👍",1,25 Februari 2021
Dami Dudi,"Saya Pengguna Baru, Suka sekali dengan Applikasi ini karena penggunaannya Mudah/ Gampang",1,26 Februari 2021
Ridwan Adjie,Pelayanan shope keren banyak promo dan free ongkir. Semoga para resellernya juga tidak mengecewakan,1,15 Maret 2021
